"indexes";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
367;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"N/A";2.4;43104.0;141
368;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"windows";2.3;47899.0;141
369;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;93240.0;157
370;"Asus";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.7;12;"Hybrid";512;2048;"Nvidia";"windows";2.3;58555.0;141
371;"Acer";"Notebook";15.6;"medium";1366;768;0;"AMD";"A9-Series 9420";3.0;4;"SSD";128;0;"AMD";"windows";2.1;22697.0;100
372;"Asus";"Gaming";17.3;"large";1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";"windows";3.3;117163.0;127
373;"Lenovo";"Notebook";17.3;"large";1600;900;0;"AMD";"A8-Series 7410";2.2;4;"SSD";128;0;"AMD";"windows";2.6;26054.0;106
374;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.6;46301.0;166
375;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;"AMD";"windows";1.9;26053.0;141
376;"Lenovo";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Quad";1.1;4;"SSD";128;0;"Intel";"windows";1.6;29464.0;135
377;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";1.8;16464.0;100
378;"Asus";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;15238.0;112
379;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.4;45075.0;141
380;"HP";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";3.4;63456.0;127
381;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"N/A";1.9;21498.0;141
382;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.3;88178.0;141
383;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.5;58555.0;157
384;"Asus";"Ultrabook";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.1;93181.0;166
385;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.1;121585.0;210
386;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.5;29251.0;166
387;"Dell";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"AMD";"windows";2.2;72940.0;141
388;"Dell";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.0;113753.0;141
389;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.4;133680.0;210
390;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;55358.0;127
391;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;84768.0;127
392;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";1.6;12;"HDD";1024;0;"Nvidia";"windows";2.2;36976.0;100
393;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.7;71875.0;127
394;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";"linux";2.3;41498.0;141
395;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"SSD";256;0;"AMD";"windows";1.9;26587.0;141
396;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";2.1;65511.0;141
397;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.9;49977.0;157
398;"Dell";"Workstation";15.6;"medium";3840;2160;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";1.8;144495.0;282
399;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"Intel";"Core i7";2.7;16;"SSD";1024;0;"Intel";"windows";1.1;139860.0;210
400;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"windows";2.2;16304.0;100
401;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;81465.0;127
402;"Lenovo";"Notebook";25.6;"large";1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";256;1024;"AMD";"windows";2.1;60979.0;86
403;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"linux";2.5;46833.0;141
404;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.8;119827.0;127
405;"Asus";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.1;99793.0;157
406;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.2;93080.0;166
407;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Intel";"windows";1.4;89510.0;157
408;"Lenovo";"Notebook";35.6;"large";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.2;21792.0;62
409;"Lenovo";"Notebook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.2;16221.0;135
410;"Lenovo";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"windows";2.7;102564.0;141
411;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"windows";1.7;103523.0;210
412;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.1;24988.0;141
413;"Acer";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.6;42038.0;166
414;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;49444.0;166
415;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"AMD";"linux";2.3;31909.0;141
416;"Dell";"Notebook";13.3;"small";1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";1.7;36710.0;118
417;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.4;79920.0;157
418;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.1;28769.0;100
419;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";1.8;64755.0;157
420;"Lenovo";"2 in 1 Convertible";15.6;"medium";3840;2160;1;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.0;101179.0;282
421;"Chuwi";"Notebook";12.3;"small";2736;1824;0;"Intel";"Celeron Quad";1.1;6;"Flash Storage";64;0;"Intel";"windows";1.4;23923.0;267
422;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Intel";"windows";2.3;76031.0;141
423;"Asus";"Notebook";35.6;"large";1920;1080;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"linux";2.3;31808.0;62
424;"Dell";"Gaming";27.3;"large";2560;1440;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"windows";4.4;149131.0;108
425;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.6;61752.0;141
426;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";256;2048;"AMD";"windows";2.0;60867.0;141
427;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"linux";1.6;58555.0;157
428;"HP";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;12;"Hybrid";256;1024;"Nvidia";"windows";3.4;106507.0;127
429;"Mediacom";"2 in 1 Convertible";11.6;"small";1920;1080;1;"Intel";"Celeron Dual";1.1;4;"SSD";32;0;"Intel";"windows";1.2;15931.0;190
430;"Samsung";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.2;14332.0;135
431;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;53813.0;166
432;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";"windows";1.7;31915.0;157
433;"Lenovo";"Workstation";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.3;130270.0;282
434;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.9;16;"SSD";512;0;"Nvidia";"windows";2.5;130483.0;141
435;"Asus";"Gaming";17.3;"large";1920;1080;0;"AMD";"Ryzen 1600";3.2;8;"Hybrid";256;1024;"AMD";"windows";3.2;90310.0;127
436;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.1;18488.0;100
437;"Google";"Ultrabook";12.3;"small";2400;1600;1;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";"other";1.1;117163.0;235
438;"Lenovo";"Ultrabook";24.0;"large";2560;1440;0;"Intel";"Core i7";2.7;24;"SSD";512;0;"Intel";"windows";1.3;126913.0;122
439;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"linux";2.0;29784.0;141
440;"Lenovo";"Notebook";17.3;"large";1600;900;0;"AMD";"A6-Series 9220";2.5;8;"HDD";1024;0;"AMD";"windows";2.8;27652.0;106
441;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";"windows";2.2;39907.0;141
442;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.4;76137.0;176
443;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";"windows";2.2;18595.0;141
444;"HP";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;58555.0;141
445;"Dell";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"windows";1.6;62817.0;157
446;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"linux";2.4;23539.0;100
447;"Dell";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Xeon E3-1505M";3.0;8;"HDD";64;1024;"Nvidia";"windows";2.2;106187.0;141
448;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.2;54758.0;141
449;"Microsoft";"Ultrabook";13.5;"small";2256;1504;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.3;137942.0;201
450;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.9;31382.0;100
451;"Dell";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";"windows";2.2;105228.0;141
452;"HP";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";512;0;"Intel";"windows";2.3;81732.0;141
453;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.7;71662.0;157
454;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"windows";2.4;52161.0;141
455;"Dell";"2 in 1 Convertible";11.6;"small";1366;768;1;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"windows";1.5;25521.0;135
456;"Dell";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";4.4;109011.0;127
457;"Microsoft";"Ultrabook";13.5;"small";2256;1504;1;"Intel";"Core M";2.2;4;"SSD";128;0;"Intel";"windows";1.3;52694.0;201
458;"Microsoft";"Ultrabook";33.5;"large";2256;1504;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;95851.0;81
459;"HP";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"windows";2.5;34094.0;106
460;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.2;28984.0;141
461;"Acer";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"windows";1.4;23177.0;135
462;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.4;39907.0;141
463;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"AMD";"N/A";1.5;42571.0;157
464;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.9;8;"SSD";256;0;"Nvidia";"windows";2.7;111355.0;141
465;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"windows";2.0;16197.0;100
466;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Nvidia";"windows";2.2;24988.0;100
467;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";1.6;8;"HDD";2048;0;"AMD";"windows";2.0;40440.0;141
468;"HP";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"windows";3.8;90523.0;127
469;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";"windows";1.4;98994.0;210
470;"HP";"2 in 1 Convertible";13.3;"small";3840;2160;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.3;106507.0;331
471;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"AMD";"windows";1.9;61485.0;141
472;"Google";"Ultrabook";12.3;"small";2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";128;0;"Intel";"other";1.1;67932.0;235
473;"Dell";"Ultrabook";13.3;"small";1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.4;98134.0;166
474;"Asus";"Notebook";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.6;12;"Hybrid";128;1024;"Intel";"windows";2.1;69211.0;282
475;"Dell";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i3";2.3;8;"SSD";128;0;"Intel";"windows";1.8;39427.0;112
477;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";180;0;"Intel";"windows";1.7;72674.0;157
479;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;89084.0;166
480;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";512;0;"Nvidia";"windows";2.2;67239.0;141
481;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.2;31254.0;100
482;"HP";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";128;0;"Intel";"windows";1.5;38681.0;166
483;"Chuwi";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";64;0;"Intel";"windows";1.9;13261.0;141
484;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";2.3;30103.0;100
485;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.8;55891.0;157
486;"Dell";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";2.2;124569.0;141
487;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.1;101179.0;141
488;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.4;95797.0;176
489;"Asus";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";0.9;103896.0;176
490;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.3;53919.0;141
491;"Toshiba";"Ultrabook";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;32;"SSD";512;0;"Intel";"windows";1.1;149131.0;166
492;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;71928.0;141
493;"Acer";"Notebook";15.6;"medium";1366;768;0;"AMD";"A10-Series 9620P";2.5;8;"HDD";1024;0;"AMD";"windows";2.2;30849.0;100
494;"Asus";"Gaming";17.3;"large";1920;1080;1;"Intel";"Core i7";2.6;24;"Hybrid";256;1024;"Nvidia";"windows";4.3;67612.0;127
495;"Lenovo";"Ultrabook";12.5;"small";1366;768;0;"Intel";"Core i5";2.3;8;"SSD";180;0;"Intel";"windows";1.3;58555.0;125
496;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";2.2;47893.0;141
497;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";1024;0;"Intel";"windows";1.5;93187.0;157
498;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i3";2.4;8;"SSD";256;0;"Intel";"windows";1.4;50563.0;166
499;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.3;48538.0;141
500;"Asus";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";64;0;"Intel";"windows";1.2;18115.0;135
501;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"windows";1.9;32980.0;100
502;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.4;85195.0;158
503;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"windows";2.1;15931.0;112
504;"Lenovo";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";16;0;"Intel";"other";1.3;14119.0;135
505;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.4;50563.0;166
506;"Asus";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";"windows";2.0;65215.0;141
507;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Nvidia";"windows";2.2;32661.0;141
508;"HP";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.3;70489.0;166
509;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"N/A";2.4;61219.0;141
510;"Dell";"Ultrabook";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.3;47899.0;166
511;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";500;0;"Nvidia";"windows";2.2;34046.0;141
512;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.2;44542.0;141
513;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";"windows";2.2;64961.0;141
514;"Xiaomi";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";1.8;16;"SSD";256;0;"Nvidia";"N/A";2.0;74589.0;141
515;"Asus";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.1;13054.0;135
516;"HP";"Notebook";15.6;"medium";1366;768;1;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Intel";"windows";2.0;27784.0;100
517;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;24;"SSD";512;0;"Nvidia";"windows";2.2;158135.0;141
518;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;47366.0;141
519;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;80133.0;127
520;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"windows";3.2;74539.0;141
521;"HP";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;74539.0;166
522;"Dell";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.6;68184.0;157
523;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";1.6;36710.0;100
524;"Dell";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"linux";2.8;47366.0;127
525;"Lenovo";"Notebook";24.0;"large";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.0;71395.0;92
526;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Nvidia";"windows";2.2;42571.0;141
527;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;8;"HDD";2048;0;"Nvidia";"N/A";2.2;24456.0;100
528;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"windows";2.3;31169.0;141
529;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";"windows";1.9;73367.0;141
530;"Dell";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";4.4;160520.0;127
531;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";"windows";2.0;45821.0;141
532;"Asus";"Notebook";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Nvidia";"windows";2.0;69211.0;282
533;"Mediacom";"Notebook";13.3;"small";1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";"windows";1.2;19660.0;166
534;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.3;87859.0;141
535;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";1.9;72940.0;141
536;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"windows";2.2;42486.0;141
537;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Pentium Quad";1.6;4;"SSD";256;0;"Intel";"windows";1.9;21258.0;141
538;"HP";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";"windows";2.6;95851.0;127
539;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";1.9;45768.0;157
540;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.2;74539.0;276
541;"Dell";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";1.6;39207.0;157
542;"HP";"Ultrabook";13.3;"small";3200;1800;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;61006.0;276
543;"Acer";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.4;42517.0;141
544;"Asus";"Notebook";15.6;"medium";1366;768;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";"windows";2.0;18595.0;100
545;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";2.1;37589.0;141
546;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.9;41825.0;157
